Company,Brand,Product,Actual,Budgeted,Dummy,Month,Year, Price (US/ TT) , A&P 
C.F. International,Spotless,1.89L,200,280,0,October,2019, $5.83 ,
C.F. International,Spotless,3.78L,750,745,1,October,2019, $5.34 ,
C.F. International,Spotless,475ML,300,280,1,October,2019, $7.38 ,
C.F. International,Spotless,950ML,400,280,1,October,2019, $6.20 ,
C.F. International,Spotless,1.89L,0,840,0,November,2019, $5.83 ,
C.F. International,Spotless,3.78L,0,840,0,November,2019, $5.34 ,
C.F. International,Spotless,475ML,0,840,0,November,2019, $7.38 ,
C.F. International,Spotless,950ML,0,840,0,November,2019, $6.20 ,
C.F. International,Spotless,1.89L,300,280,1,December,2019, $5.83 ,
C.F. International,Spotless,3.78L,650,745,0,December,2019, $5.34 ,
C.F. International,Spotless,475ML,300,280,1,December,2019, $7.38 ,
C.F. International,Spotless,950ML,400,280,1,December,2019, $6.20 ,
C.K. Greaves & Company Limited,Clean & White,1.89L,0,80,0,January,2019, $6.62 ,
C.K. Greaves & Company Limited,Clean & White,3.78L,0,320,0,January,2019, $6.41 ,
C.K. Greaves & Company Limited,Clean & White,475ML,0,104,0,January,2019, $9.47 ,
C.K. Greaves & Company Limited,Clean & White,950ML,0,120,0,January,2019, $7.45 ,
C.K. Greaves & Company Limited,Clean & White,1.89L,325,244,1,February,2019, $6.62 ,
C.K. Greaves & Company Limited,Clean & White,3.78L,950,690,1,February,2019, $6.41 ,
C.K. Greaves & Company Limited,Clean & White,475ML,75,260,0,February,2019, $9.47 ,
C.K. Greaves & Company Limited,Clean & White,950ML,275,148,1,February,2019, $7.45 ,
C.K. Greaves & Company Limited,Clean & White,1.89L,0,80,0,March,2019, $6.62 ,
C.K. Greaves & Company Limited,Clean & White,3.78L,0,320,0,March,2019, $6.41 ,
C.K. Greaves & Company Limited,Clean & White,475ML,0,104,0,March,2019, $9.47 ,
C.K. Greaves & Company Limited,Clean & White,950ML,0,120,0,March,2019, $7.45 ,
C.K. Greaves & Company Limited,Clean & White,1.89L,0,56,0,April,2019, $6.62 ,
C.K. Greaves & Company Limited,Clean & White,3.78L,0,360,0,April,2019, $6.41 ,
C.K. Greaves & Company Limited,Clean & White,475ML,0,116,0,April,2019, $9.47 ,
C.K. Greaves & Company Limited,Clean & White,950ML,0,60,0,April,2019, $7.45 ,
C.K. Greaves & Company Limited,Clean & White,1.89L,350,80,1,May,2019, $6.62 ,
C.K. Greaves & Company Limited,Clean & White,3.78L,850,320,1,May,2019, $6.41 ,
C.K. Greaves & Company Limited,Clean & White,475ML,175,104,1,May,2019, $9.47 ,
C.K. Greaves & Company Limited,Clean & White,950ML,250,120,1,May,2019, $7.45 ,
C.K. Greaves & Company Limited,Clean & White,1.89L,0,244,0,June,2019, $6.62 ,
C.K. Greaves & Company Limited,Clean & White,3.78L,0,690,0,June,2019, $6.41 ,
C.K. Greaves & Company Limited,Clean & White,475ML,0,260,0,June,2019, $9.47 ,
C.K. Greaves & Company Limited,Clean & White,950ML,0,148,0,June,2019, $7.45 ,
C.K. Greaves & Company Limited,Clean & White,1.89L,400,80,1,July,2019, $6.62 ,
C.K. Greaves & Company Limited,Clean & White,3.78L,925,320,1,July,2019, $6.41 ,
C.K. Greaves & Company Limited,Clean & White,475ML,100,104,0,July,2019, $9.47 ,
C.K. Greaves & Company Limited,Clean & White,950ML,200,120,1,July,2019, $7.45 ,
C.K. Greaves & Company Limited,Clean & White,1.89L,0,80,0,August,2019, $6.62 ,
C.K. Greaves & Company Limited,Clean & White,3.78L,0,320,0,August,2019, $6.41 ,
C.K. Greaves & Company Limited,Clean & White,475ML,0,104,0,August,2019, $9.47 ,
C.K. Greaves & Company Limited,Clean & White,950ML,0,120,0,August,2019, $7.45 ,
C.K. Greaves & Company Limited,Clean & White,1.89L,0,56,0,September,2019, $6.62 ,
C.K. Greaves & Company Limited,Clean & White,3.78L,0,360,0,September,2019, $6.41 ,
C.K. Greaves & Company Limited,Clean & White,475ML,0,116,0,September,2019, $9.47 ,
C.K. Greaves & Company Limited,Clean & White,950ML,0,60,0,September,2019, $7.45 ,
C.K. Greaves & Company Limited,Clean & White,1.89L,400,56,1,October,2019, $6.62 ,
C.K. Greaves & Company Limited,Clean & White,3.78L,925,360,1,October,2019, $6.41 ,
C.K. Greaves & Company Limited,Clean & White,475ML,100,116,0,October,2019, $9.47 ,
C.K. Greaves & Company Limited,Clean & White,950ML,200,60,1,October,2019, $7.45 ,
C.K. Greaves & Company Limited,Clean & White,1.89L,0,56,0,November,2019, $6.62 ,
C.K. Greaves & Company Limited,Clean & White,3.78L,0,360,0,November,2019, $6.41 ,
C.K. Greaves & Company Limited,Clean & White,475ML,0,116,0,November,2019, $9.47 ,
C.K. Greaves & Company Limited,Clean & White,950ML,0,60,0,November,2019, $7.45 ,
C.K. Greaves & Company Limited,Clean & White,1.89L,350,80,1,December,2019, $6.62 ,
C.K. Greaves & Company Limited,Clean & White,3.78L,800,320,1,December,2019, $6.41 ,
C.K. Greaves & Company Limited,Clean & White,475ML,100,104,0,December,2019, $9.47 ,
C.K. Greaves & Company Limited,Clean & White,950ML,375,120,1,December,2019, $7.45 ,
Chas E. Ramson Limited,Sno White,1.89L,120,250,0,April,2019, $6.63 ,
Chas E. Ramson Limited,Sno White,3.78L,550,350,1,April,2019, $6.16 ,
Chas E. Ramson Limited,Sno White,475ML,350,600,0,April,2019, $6.96 ,
Chas E. Ramson Limited,Sno White,950ML,370,500,0,April,2019, $6.39 ,
Chas E. Ramson Limited,Sno White,1.89L,240,0,1,July,2019, $6.63 ,
Chas E. Ramson Limited,Sno White,3.78L,160,0,1,July,2019, $6.16 ,
Chas E. Ramson Limited,Sno White,475ML,550,0,1,July,2019, $6.96 ,
Chas E. Ramson Limited,Sno White,950ML,700,0,1,July,2019, $6.39 ,
Chas E. Ramson Limited,Sno White,1.89L,0,250,0,September,2019, $6.63 ,
Chas E. Ramson Limited,Sno White,3.78L,0,350,0,September,2019, $6.16 ,
Chas E. Ramson Limited,Sno White,475ML,0,600,0,September,2019, $6.96 ,
Chas E. Ramson Limited,Sno White,950ML,0,500,0,September,2019, $6.39 ,
Chas E. Ramson Limited,Sno White,1.89L,150,0,1,December,2019, $6.63 ,
Chas E. Ramson Limited,Sno White,3.78L,400,0,1,December,2019, $6.16 ,
Chas E. Ramson Limited,Sno White,475ML,400,0,1,December,2019, $6.96 ,
Chas E. Ramson Limited,Sno White,950ML,650,0,1,December,2019, $6.39 ,
Coreas Hazells Incorporated,Clean & White,1.89L,300,120,1,January,2019, $6.02 ,
Coreas Hazells Incorporated,Clean & White,3.78L,720,480,1,January,2019, $5.83 ,
Coreas Hazells Incorporated,Clean & White,475ML,300,156,1,January,2019, $8.61 ,
Coreas Hazells Incorporated,Clean & White,950ML,300,180,1,January,2019, $6.77 ,
Coreas Hazells Incorporated,Clean & White,1.89L,0,366,0,February,2019, $6.02 ,
Coreas Hazells Incorporated,Clean & White,3.78L,0,1035,0,February,2019, $5.83 ,
Coreas Hazells Incorporated,Clean & White,475ML,0,390,0,February,2019, $8.61 ,
Coreas Hazells Incorporated,Clean & White,950ML,0,222,0,February,2019, $6.77 ,
Coreas Hazells Incorporated,Clean & White,1.89L,250,120,1,March,2019, $6.02 ,
Coreas Hazells Incorporated,Clean & White,3.78L,880,480,1,March,2019, $5.83 ,
Coreas Hazells Incorporated,Clean & White,475ML,250,156,1,March,2019, $8.61 ,
Coreas Hazells Incorporated,Clean & White,950ML,200,180,1,March,2019, $6.77 ,
Coreas Hazells Incorporated,Clean & White,1.89L,0,84,0,April,2019, $6.02 ,
Coreas Hazells Incorporated,Clean & White,3.78L,0,540,0,April,2019, $5.83 ,
Coreas Hazells Incorporated,Clean & White,475ML,0,174,0,April,2019, $8.61 ,
Coreas Hazells Incorporated,Clean & White,950ML,0,90,0,April,2019, $6.77 ,
Coreas Hazells Incorporated,Clean & White,1.89L,200,120,1,May,2019, $6.02 ,
Coreas Hazells Incorporated,Clean & White,3.78L,1150,480,1,May,2019, $5.83 ,
Coreas Hazells Incorporated,Clean & White,475ML,120,156,0,May,2019, $8.61 ,
Coreas Hazells Incorporated,Clean & White,950ML,0,180,0,May,2019, $6.77 ,
Coreas Hazells Incorporated,Clean & White,1.89L,250,366,0,June,2019, $6.02 ,
Coreas Hazells Incorporated,Clean & White,3.78L,1000,1035,0,June,2019, $5.83 ,
Coreas Hazells Incorporated,Clean & White,475ML,140,390,0,June,2019, $8.61 ,
Coreas Hazells Incorporated,Clean & White,950ML,190,222,0,June,2019, $6.77 ,
Coreas Hazells Incorporated,Clean & White,1.89L,325,120,1,July,2019, $6.02 ,
Coreas Hazells Incorporated,Clean & White,3.78L,520,480,1,July,2019, $5.83 ,
Coreas Hazells Incorporated,Clean & White,475ML,600,156,1,July,2019, $8.61 ,
Coreas Hazells Incorporated,Clean & White,950ML,225,180,1,July,2019, $6.77 ,
Coreas Hazells Incorporated,Clean & White,1.89L,290,120,1,August,2019, $6.02 ,
Coreas Hazells Incorporated,Clean & White,3.78L,710,480,1,August,2019, $5.83 ,
Coreas Hazells Incorporated,Clean & White,475ML,300,156,1,August,2019, $8.61 ,
Coreas Hazells Incorporated,Clean & White,950ML,340,180,1,August,2019, $6.77 ,
Coreas Hazells Incorporated,Clean & White,1.89L,250,84,1,September,2019, $6.02 ,
Coreas Hazells Incorporated,Clean & White,3.78L,950,540,1,September,2019, $5.83 ,
Coreas Hazells Incorporated,Clean & White,475ML,200,174,1,September,2019, $8.61 ,
Coreas Hazells Incorporated,Clean & White,950ML,180,90,1,September,2019, $6.77 ,
Coreas Hazells Incorporated,Clean & White,1.89L,385,84,1,October,2019, $6.02 ,
Coreas Hazells Incorporated,Clean & White,3.78L,675,540,1,October,2019, $5.83 ,
Coreas Hazells Incorporated,Clean & White,475ML,250,174,1,October,2019, $8.61 ,
Coreas Hazells Incorporated,Clean & White,950ML,345,90,1,October,2019, $6.77 ,
Coreas Hazells Incorporated,Clean & White,1.89L,385,84,1,November,2019, $6.02 ,
Coreas Hazells Incorporated,Clean & White,3.78L,675,540,1,November,2019, $5.83 ,
Coreas Hazells Incorporated,Clean & White,475ML,265,174,1,November,2019, $8.61 ,
Coreas Hazells Incorporated,Clean & White,950ML,330,90,1,November,2019, $6.77 ,
Coreas Hazells Incorporated,Clean & White,1.89L,0,120,0,December,2019, $6.02 ,
Coreas Hazells Incorporated,Clean & White,3.78L,0,480,0,December,2019, $5.83 ,
Coreas Hazells Incorporated,Clean & White,475ML,0,156,0,December,2019, $8.61 ,
Coreas Hazells Incorporated,Clean & White,950ML,0,180,0,December,2019, $6.77 ,
D.A. Monroe & Sons Limited,Clean & White,1.89L,300,600,0,January,2019, $5.75 ,
D.A. Monroe & Sons Limited,Clean & White,3.78L,1175,1000,1,January,2019, $5.71 ,
D.A. Monroe & Sons Limited,Clean & White,475ML,900,800,1,January,2019, $7.13 ,
D.A. Monroe & Sons Limited,Clean & White,950ML,950,900,1,January,2019, $6.23 ,
D.A. Monroe & Sons Limited,Clean & White,1.89L,950,850,1,February,2019, $5.75 ,
D.A. Monroe & Sons Limited,Clean & White,3.78L,1780,1350,1,February,2019, $5.71 ,
D.A. Monroe & Sons Limited,Clean & White,475ML,850,1350,0,February,2019, $7.13 ,
D.A. Monroe & Sons Limited,Clean & White,950ML,1400,1400,1,February,2019, $6.23 ,
D.A. Monroe & Sons Limited,Clean & White,1.89L,550,600,0,March,2019, $5.75 ,
D.A. Monroe & Sons Limited,Clean & White,3.78L,1100,1000,1,March,2019, $5.71 ,
D.A. Monroe & Sons Limited,Clean & White,475ML,800,800,1,March,2019, $7.13 ,
D.A. Monroe & Sons Limited,Clean & White,950ML,850,900,0,March,2019, $6.23 ,
D.A. Monroe & Sons Limited,Clean & White,1.89L,1100,700,1,April,2019, $5.75 ,
D.A. Monroe & Sons Limited,Clean & White,3.78L,1550,1400,1,April,2019, $5.71 ,
D.A. Monroe & Sons Limited,Clean & White,475ML,1100,1500,0,April,2019, $7.13 ,
D.A. Monroe & Sons Limited,Clean & White,950ML,1200,1400,0,April,2019, $6.23 ,
D.A. Monroe & Sons Limited,Clean & White,1.89L,600,600,1,May,2019, $5.75 ,
D.A. Monroe & Sons Limited,Clean & White,3.78L,1600,1000,1,May,2019, $5.71 ,
D.A. Monroe & Sons Limited,Clean & White,475ML,1450,800,1,May,2019, $7.13 ,
D.A. Monroe & Sons Limited,Clean & White,950ML,1300,900,1,May,2019, $6.23 ,
D.A. Monroe & Sons Limited,Clean & White,1.89L,450,700,0,June,2019, $5.75 ,
D.A. Monroe & Sons Limited,Clean & White,3.78L,1800,1400,1,June,2019, $5.71 ,
D.A. Monroe & Sons Limited,Clean & White,475ML,1500,1500,1,June,2019, $7.13 ,
D.A. Monroe & Sons Limited,Clean & White,950ML,1200,1400,0,June,2019, $6.23 ,
D.A. Monroe & Sons Limited,Clean & White,1.89L,400,600,0,July,2019, $5.75 ,
D.A. Monroe & Sons Limited,Clean & White,3.78L,925,1000,0,July,2019, $5.71 ,
D.A. Monroe & Sons Limited,Clean & White,475ML,900,800,1,July,2019, $7.13 ,
D.A. Monroe & Sons Limited,Clean & White,950ML,1200,900,1,July,2019, $6.23 ,
D.A. Monroe & Sons Limited,Clean & White,1.89L,500,850,0,August,2019, $5.75 ,
D.A. Monroe & Sons Limited,Clean & White,3.78L,1000,1350,0,August,2019, $5.71 ,
D.A. Monroe & Sons Limited,Clean & White,475ML,875,1350,0,August,2019, $7.13 ,
D.A. Monroe & Sons Limited,Clean & White,950ML,1040,1400,0,August,2019, $6.23 ,
D.A. Monroe & Sons Limited,Clean & White,1.89L,400,550,0,September,2019, $5.75 ,
D.A. Monroe & Sons Limited,Clean & White,3.78L,1075,900,1,September,2019, $5.71 ,
D.A. Monroe & Sons Limited,Clean & White,475ML,900,900,1,September,2019, $7.13 ,
D.A. Monroe & Sons Limited,Clean & White,950ML,1000,950,1,September,2019, $6.23 ,
D.A. Monroe & Sons Limited,Clean & White,1.89L,550,550,1,October,2019, $5.75 ,
D.A. Monroe & Sons Limited,Clean & White,3.78L,1350,900,1,October,2019, $5.71 ,
D.A. Monroe & Sons Limited,Clean & White,475ML,700,900,0,October,2019, $7.13 ,
D.A. Monroe & Sons Limited,Clean & White,950ML,800,950,0,October,2019, $6.23 ,
D.A. Monroe & Sons Limited,Clean & White,1.89L,950,850,1,November,2019, $5.75 ,
D.A. Monroe & Sons Limited,Clean & White,3.78L,1750,1350,1,November,2019, $5.71 ,
D.A. Monroe & Sons Limited,Clean & White,475ML,1150,1350,0,November,2019, $7.13 ,
D.A. Monroe & Sons Limited,Clean & White,950ML,1200,1400,0,November,2019, $6.23 ,
D.A. Monroe & Sons Limited,Clean & White,1.89L,700,850,0,December,2019, $5.75 ,
D.A. Monroe & Sons Limited,Clean & White,3.78L,1275,1350,0,December,2019, $5.71 ,
D.A. Monroe & Sons Limited,Clean & White,475ML,750,1350,0,December,2019, $7.13 ,
D.A. Monroe & Sons Limited,Clean & White,950ML,625,1400,0,December,2019, $6.23 ,
de Casseres Farm Limited,Clean & White,1.89L,630,400,1,January,2019, $4.88 ,
de Casseres Farm Limited,Clean & White,3.78L,800,420,1,January,2019, $5.08 ,
de Casseres Farm Limited,Clean & White,475ML,3660,3360,1,January,2019, $5.50 ,
de Casseres Farm Limited,Clean & White,950ML,2000,800,1,January,2019, $4.84 ,
de Casseres Farm Limited,Clean & White,1.89L,315,400,0,February,2019, $4.88 ,
de Casseres Farm Limited,Clean & White,3.78L,400,420,0,February,2019, $5.08 ,
de Casseres Farm Limited,Clean & White,475ML,5490,3360,1,February,2019, $5.50 ,
de Casseres Farm Limited,Clean & White,950ML,1000,800,1,February,2019, $4.84 ,
de Casseres Farm Limited,Clean & White,1.89L,750,1600,0,March,2019, $4.88 ,
de Casseres Farm Limited,Clean & White,3.78L,675,1680,0,March,2019, $5.08 ,
de Casseres Farm Limited,Clean & White,475ML,1830,3360,0,March,2019, $5.50 ,
de Casseres Farm Limited,Clean & White,950ML,2000,2400,0,March,2019, $4.84 ,
de Casseres Farm Limited,Clean & White,1.89L,400,400,1,April,2019, $4.88 ,
de Casseres Farm Limited,Clean & White,3.78L,480,420,1,April,2019, $5.08 ,
de Casseres Farm Limited,Clean & White,475ML,3660,3360,1,April,2019, $5.50 ,
de Casseres Farm Limited,Clean & White,950ML,800,800,1,April,2019, $4.84 ,
de Casseres Farm Limited,Clean & White,1.89L,820,400,1,May,2019, $4.88 ,
de Casseres Farm Limited,Clean & White,3.78L,780,420,1,May,2019, $5.08 ,
de Casseres Farm Limited,Clean & White,475ML,1830,3360,0,May,2019, $5.50 ,
de Casseres Farm Limited,Clean & White,950ML,1800,800,1,May,2019, $4.84 ,
de Casseres Farm Limited,Clean & White,1.89L,400,800,0,June,2019, $4.88 ,
de Casseres Farm Limited,Clean & White,3.78L,350,840,0,June,2019, $5.08 ,
de Casseres Farm Limited,Clean & White,475ML,3660,3360,1,June,2019, $5.50 ,
de Casseres Farm Limited,Clean & White,950ML,1000,1600,0,June,2019, $4.84 ,
de Casseres Farm Limited,Clean & White,1.89L,850,400,1,July,2019, $4.88 ,
de Casseres Farm Limited,Clean & White,3.78L,800,420,1,July,2019, $5.08 ,
de Casseres Farm Limited,Clean & White,475ML,1830,3360,0,July,2019, $5.50 ,
de Casseres Farm Limited,Clean & White,950ML,1800,800,1,July,2019, $4.84 ,
de Casseres Farm Limited,Clean & White,1.89L,350,400,0,August,2019, $4.88 ,
de Casseres Farm Limited,Clean & White,3.78L,600,420,1,August,2019, $5.08 ,
de Casseres Farm Limited,Clean & White,475ML,3660,3360,1,August,2019, $5.50 ,
de Casseres Farm Limited,Clean & White,950ML,700,800,0,August,2019, $4.84 ,
de Casseres Farm Limited,Clean & White,1.89L,800,1600,0,September,2019, $4.88 ,
de Casseres Farm Limited,Clean & White,3.78L,700,1680,0,September,2019, $5.08 ,
de Casseres Farm Limited,Clean & White,475ML,3660,3360,1,September,2019, $5.50 ,
de Casseres Farm Limited,Clean & White,950ML,1950,2400,0,September,2019, $4.84 ,
de Casseres Farm Limited,Clean & White,1.89L,800,800,1,October,2019, $4.88 ,
de Casseres Farm Limited,Clean & White,3.78L,850,840,1,October,2019, $5.08 ,
de Casseres Farm Limited,Clean & White,475ML,3660,3360,1,October,2019, $5.50 ,
de Casseres Farm Limited,Clean & White,950ML,1800,1600,1,October,2019, $4.84 ,
de Casseres Farm Limited,Clean & White,1.89L,650,400,1,November,2019, $4.88 ,
de Casseres Farm Limited,Clean & White,3.78L,700,420,1,November,2019, $5.08 ,
de Casseres Farm Limited,Clean & White,475ML,2330,3360,0,November,2019, $5.50 ,
de Casseres Farm Limited,Clean & White,950ML,1625,800,1,November,2019, $4.84 ,
de Casseres Farm Limited,Clean & White,1.89L,350,800,0,December,2019, $4.88 ,
de Casseres Farm Limited,Clean & White,3.78L,0,840,0,December,2019, $5.08 ,
de Casseres Farm Limited,Clean & White,475ML,3660,3360,1,December,2019, $5.50 ,
de Casseres Farm Limited,Clean & White,950ML,1000,1600,0,December,2019, $4.84 ,
Fine Foods Inc.,Clean & White,1.89L,150,100,1,January,2019, $6.75 ,
Fine Foods Inc.,Clean & White,2X3.78L,1000,1150,0,January,2019, $3.28 ,
Fine Foods Inc.,Clean & White,475ML,100,150,0,January,2019, $8.42 ,
Fine Foods Inc.,Clean & White,950ML,150,100,1,January,2019, $7.36 ,
Fine Foods Inc.,Clean & White,1.89L,300,100,1,February,2019, $6.75 ,
Fine Foods Inc.,Clean & White,2X3.78L,2000,1150,1,February,2019, $3.28 ,
Fine Foods Inc.,Clean & White,475ML,200,150,1,February,2019, $8.42 ,
Fine Foods Inc.,Clean & White,950ML,300,100,1,February,2019, $7.36 ,
Fine Foods Inc.,Clean & White,1.89L,0,200,0,March,2019, $6.75 ,
Fine Foods Inc.,Clean & White,2X3.78L,1500,2300,0,March,2019, $3.28 ,
Fine Foods Inc.,Clean & White,475ML,0,300,0,March,2019, $8.42 ,
Fine Foods Inc.,Clean & White,950ML,0,200,0,March,2019, $7.36 ,
Fine Foods Inc.,Clean & White,1.89L,200,100,1,April,2019, $6.75 ,
Fine Foods Inc.,Clean & White,2X3.78L,2000,1150,1,April,2019, $3.28 ,
Fine Foods Inc.,Clean & White,475ML,350,150,1,April,2019, $8.42 ,
Fine Foods Inc.,Clean & White,950ML,250,100,1,April,2019, $7.36 ,
Fine Foods Inc.,Clean & White,1.89L,0,100,0,May,2019, $6.75 ,
Fine Foods Inc.,Clean & White,2X3.78L,0,1150,0,May,2019, $3.28 ,
Fine Foods Inc.,Clean & White,475ML,0,150,0,May,2019, $8.42 ,
Fine Foods Inc.,Clean & White,950ML,0,100,0,May,2019, $7.36 ,
Fine Foods Inc.,Clean & White,1.89L,200,200,1,June,2019, $6.75 ,
Fine Foods Inc.,Clean & White,2X3.78L,850,2300,0,June,2019, $3.28 ,
Fine Foods Inc.,Clean & White,475ML,200,300,0,June,2019, $8.42 ,
Fine Foods Inc.,Clean & White,950ML,150,200,0,June,2019, $7.36 ,
Fine Foods Inc.,Clean & White,1.89L,200,100,1,July,2019, $6.75 ,
Fine Foods Inc.,Clean & White,2X3.78L,1100,1150,0,July,2019, $3.28 ,
Fine Foods Inc.,Clean & White,475ML,100,150,0,July,2019, $8.42 ,
Fine Foods Inc.,Clean & White,950ML,100,100,1,July,2019, $7.36 ,
Fine Foods Inc.,Clean & White,1.89L,200,100,1,August,2019, $6.75 ,
Fine Foods Inc.,Clean & White,2X3.78L,2500,1150,1,August,2019, $3.28 ,
Fine Foods Inc.,Clean & White,475ML,100,150,0,August,2019, $8.42 ,
Fine Foods Inc.,Clean & White,950ML,150,100,1,August,2019, $7.36 ,
Fine Foods Inc.,Clean & White,1.89L,350,200,1,September,2019, $6.75 ,
Fine Foods Inc.,Clean & White,2X3.78L,2100,2300,0,September,2019, $3.28 ,
Fine Foods Inc.,Clean & White,475ML,200,300,0,September,2019, $8.42 ,
Fine Foods Inc.,Clean & White,950ML,250,200,1,September,2019, $7.36 ,
Fine Foods Inc.,Clean & White,1.89L,200,100,1,October,2019, $6.75 ,
Fine Foods Inc.,Clean & White,2X3.78L,1100,1150,0,October,2019, $3.28 ,
Fine Foods Inc.,Clean & White,475ML,100,150,0,October,2019, $8.42 ,
Fine Foods Inc.,Clean & White,950ML,100,100,1,October,2019, $7.36 ,
Fine Foods Inc.,Clean & White,1.89L,200,100,1,November,2019, $6.75 ,
Fine Foods Inc.,Clean & White,2X3.78L,1100,1150,0,November,2019, $3.28 ,
Fine Foods Inc.,Clean & White,475ML,100,150,0,November,2019, $8.42 ,
Fine Foods Inc.,Clean & White,950ML,100,100,1,November,2019, $7.36 ,
Fine Foods Inc.,Clean & White,1.89L,250,200,1,December,2019, $6.75 ,
Fine Foods Inc.,Clean & White,2X3.78L,2000,2300,0,December,2019, $3.28 ,
Fine Foods Inc.,Clean & White,475ML,381,300,1,December,2019, $8.42 ,
Fine Foods Inc.,Clean & White,950ML,300,200,1,December,2019, $7.36 ,
Food Centre St. Kitts,Clean & White,1.89L,0,0,1,January,2019, $6.52 ,
Food Centre St. Kitts,Clean & White,3.78L,0,0,1,January,2019, $6.52 ,
Food Centre St. Kitts,Clean & White,475ML,0,0,1,January,2019, $8.50 ,
Food Centre St. Kitts,Clean & White,950ML,0,0,1,January,2019, $6.92 ,
Food Centre St. Kitts,Clean & White,1.89L,90,0,1,February,2019, $6.52 ,
Food Centre St. Kitts,Clean & White,3.78L,150,0,1,February,2019, $6.52 ,
Food Centre St. Kitts,Clean & White,475ML,90,0,1,February,2019, $8.50 ,
Food Centre St. Kitts,Clean & White,950ML,90,0,1,February,2019, $6.92 ,
Food Centre St. Kitts,Clean & White,1.89L,0,60,0,March,2019, $6.52 ,
Food Centre St. Kitts,Clean & White,3.78L,0,0,1,March,2019, $6.52 ,
Food Centre St. Kitts,Clean & White,475ML,0,90,0,March,2019, $8.50 ,
Food Centre St. Kitts,Clean & White,950ML,0,80,0,March,2019, $6.92 ,
Food Centre St. Kitts,Clean & White,1.89L,0,0,1,April,2019, $6.52 ,
Food Centre St. Kitts,Clean & White,3.78L,0,0,1,April,2019, $6.52 ,
Food Centre St. Kitts,Clean & White,475ML,0,0,1,April,2019, $8.50 ,
Food Centre St. Kitts,Clean & White,950ML,0,0,1,April,2019, $6.92 ,
Food Centre St. Kitts,Clean & White,1.89L,0,0,1,May ,2019, $6.52 ,
Food Centre St. Kitts,Clean & White,3.78L,0,0,1,May ,2019, $6.52 ,
Food Centre St. Kitts,Clean & White,475ML,0,0,1,May ,2019, $8.50 ,
Food Centre St. Kitts,Clean & White,950ML,0,0,1,May ,2019, $6.92 ,
Food Centre St. Kitts,Clean & White,1.89L,0,0,1,June,2019, $6.52 ,
